timestamp,status,error,device,gpu,python_version,torch_version,cuda_version,model,mode,precision,tf32,batch_size,audio_len,text_len,dim,heads,head_dim,kernel_size,warmup,repeat,runs,params_m,trainable_params_m,param_memory_mib,estimated_macs_g_per_sample,estimated_flops_g_per_sample,latency_mean_ms,latency_std_ms,latency_p50_ms,latency_p95_ms,throughput_samples_s,peak_allocated_mib,incremental_peak_allocated_mib,peak_reserved_mib,output_shape
2026-08-09T14:00:30,OK,,cuda,NVIDIA GeForce RTX 5080,3.10.19,2.8.0+cu128,12.8,explicit_standard,inference,fp16,True,1,16384,16384,768,8,96,4,5,10,1,5.908992,5.908992,22.541,921.270485,1842.54097,7975.593018,0.0,7933.283203,8147.580371,0.1254,16665.1777,16538.5117,24810.0,"(1, 32768, 768)"
2026-08-09T14:00:36,OK,,cuda,NVIDIA GeForce RTX 5080,3.10.19,2.8.0+cu128,12.8,sdpa,inference,fp16,True,1,16384,16384,768,8,96,4,5,10,1,5.908992,5.908992,22.541,921.270485,1842.54097,47.527271,0.0,47.607967,48.104894,21.0406,403.5557,276.8896,546.0,"(1, 32768, 768)"
2026-08-09T14:00:41,OK,,cuda,NVIDIA GeForce RTX 5080,3.10.19,2.8.0+cu128,12.8,linear,inference,fp16,True,1,16384,16384,768,8,96,4,5,10,1,4.724736,4.724736,18.0234,82.14125,164.282499,3.035398,0.0,3.026704,3.081426,329.446,301.4287,179.2803,386.0,"(1, 32768, 768)"
2026-08-09T14:00:46,OK,,cuda,NVIDIA GeForce RTX 5080,3.10.19,2.8.0+cu128,12.8,cross_mila,inference,fp16,True,1,16384,16384,768,8,96,4,5,10,1,8.275968,8.275968,31.5703,140.223971,280.447943,5.674141,0.0,5.6716,5.707115,176.2381,442.3726,306.6772,600.0,"(1, 32768, 768)"
